NOC,Year,Bronze,Gold,No medal,Silver,Participants,Events,is_host
SSD,2020,0,0,2,0,2,1,0
SSD,2024,0,0,14,0,14,2,0
STP,1996,0,0,2,0,2,1,0
STP,2000,0,0,2,0,2,1,0
STP,2004,0,0,2,0,2,1,0
STP,2008,0,0,4,0,4,2,0
STP,2012,0,0,2,0,2,1,0
STP,2016,0,0,3,0,3,2,0
STP,2020,0,0,5,0,5,2,0
STP,2024,0,0,3,0,3,3,0
SUD,1960,0,0,13,0,13,4,0
SUD,1968,0,0,7,0,7,2,0
SUD,1972,0,0,31,0,31,4,0
SUD,1984,0,0,9,0,9,2,0
SUD,1988,0,0,8,0,8,2,0
SUD,1992,0,0,7,0,7,3,0
SUD,1996,0,0,4,0,4,2,0
SUD,2000,0,0,3,0,3,2,0
SUD,2004,0,0,4,0,4,1,0
SUD,2008,0,0,8,1,9,2,0
SUD,2012,0,0,6,0,6,2,0
SUD,2016,0,0,6,0,6,3,0
SUD,2020,0,0,5,0,5,4,0
SUD,2024,0,0,4,0,4,3,0
SUI,1896,0,1,5,2,8,2,0
SUI,1900,1,16,31,4,52,4,0
SUI,1904,2,1,4,0,7,2,0
SUI,1906,1,8,33,3,45,3,0
SUI,1908,0,0,1,0,1,1,0
SUI,1912,0,2,5,0,7,2,0
SUI,1920,21,6,97,2,126,13,0
SUI,1924,21,14,202,25,262,17,0
SUI,1928,4,16,206,10,236,15,0
SUI,1932,0,0,8,1,9,4,0
SUI,1936,24,5,276,23,328,21,0
SUI,1948,6,5,251,25,287,19,0
SUI,1952,12,2,218,19,251,17,0
SUI,1956,3,0,15,0,18,1,0
SUI,1960,6,0,209,6,221,16,0
SUI,1964,1,1,123,4,129,13,0
SUI,1968,10,0,142,3,155,12,0
SUI,1972,0,0,257,8,265,17,0
SUI,1976,6,1,91,3,101,12,0
SUI,1980,0,2,84,0,86,10,0
SUI,1984,4,0,232,9,245,18,0
SUI,1988,2,0,143,6,151,17,0
SUI,1992,0,1,170,0,171,17,0
SUI,1996,0,5,161,6,172,17,0
SUI,2000,2,1,124,11,138,19,0
SUI,2004,4,1,131,2,138,19,0
SUI,2008,7,3,105,1,116,20,0
SUI,2012,0,2,122,2,126,19,0
SUI,2016,2,6,141,3,152,17,0
SUI,2020,7,3,181,5,196,25,0
SUI,2024,7,1,208,2,218,22,0
SUR,1968,0,0,1,0,1,1,0
SUR,1972,0,0,3,0,3,2,0
SUR,1976,0,0,4,0,4,2,0
SUR,1984,0,0,7,0,7,3,0
SUR,1988,0,1,9,0,10,4,0
SUR,1992,1,0,8,0,9,3,0
SUR,1996,0,0,11,0,11,3,0
SUR,2000,0,0,5,0,5,2,0
SUR,2004,0,0,4,0,4,2,0
SUR,2008,0,0,4,0,4,2,0
SUR,2012,0,0,5,0,5,3,0
SUR,2016,0,0,6,0,6,4,0
SUR,2020,0,0,5,0,5,3,0
SUR,2024,0,0,6,0,6,4,0
SVK,1996,1,1,95,1,98,14,0
SVK,2000,1,2,126,3,132,16,0
SVK,2004,5,3,74,2,84,14,0
SVK,2008,1,4,57,5,67,14,0
SVK,2012,4,0,60,1,65,11,0
SVK,2016,0,3,55,5,63,12,0
SVK,2020,4,1,49,2,56,14,0
SVK,2024,1,0,37,0,38,13,0
SWE,1896,0,0,5,0,5,2,0
SWE,1900,1,3,23,0,27,4,0
SWE,1906,14,2,74,5,95,8,0
SWE,1908,18,48,192,18,276,14,0
SWE,1912,25,103,524,62,714,16,1
SWE,1920,64,52,250,38,404,18,0
SWE,1924,43,7,184,22,256,15,0
SWE,1928,22,7,102,8,139,11,0
SWE,1932,12,13,96,7,128,12,0
SWE,1936,17,7,196,11,231,17,0
SWE,1948,30,30,148,15,223,18,0
SWE,1952,23,23,285,24,355,17,0
SWE,1956,6,14,152,14,186,15,0
SWE,1960,3,2,251,2,258,15,0
SWE,1964,8,3,160,4,175,13,0
SWE,1968,1,4,177,4,186,13,0
SWE,1972,8,4,164,10,186,18,0
SWE,1976,0,9,153,1,163,16,0
SWE,1980,9,3,181,8,201,18,0
SWE,1984,13,3,220,18,254,19,0
SWE,1988,11,0,235,5,251,23,0
SWE,1992,7,1,217,27,252,22,0
SWE,1996,5,3,202,23,233,22,0
SWE,2000,8,4,166,20,198,22,0
SWE,2004,2,5,145,5,157,20,0
SWE,2008,2,0,162,5,169,20,0
SWE,2012,3,2,146,17,168,21,0
SWE,2016,3,2,158,23,186,22,0
SWE,2020,0,6,139,28,173,23,0
SWE,2024,4,5,157,7,173,21,0
SWZ,1972,0,0,4,0,4,2,0
SWZ,1984,0,0,11,0,11,4,0
SWZ,1988,0,0,15,0,15,4,0
SWZ,1992,0,0,10,0,10,2,0
SWZ,1996,0,0,6,0,6,3,0
SWZ,2000,0,0,6,0,6,4,0
SWZ,2004,0,0,3,0,3,2,0
SWZ,2008,0,0,4,0,4,2,0
SWZ,2012,0,0,3,0,3,2,0
SWZ,2016,0,0,2,0,2,1,0
SWZ,2020,0,0,4,0,4,3,0
SWZ,2024,0,0,3,0,3,2,0
SYR,1948,0,0,1,0,1,1,0
SYR,1968,0,0,2,0,2,1,0
SYR,1972,0,0,5,0,5,3,0
SYR,1980,0,0,71,0,71,7,0
SYR,1984,0,0,8,1,9,5,0
SYR,1988,0,0,13,0,13,4,0
SYR,1992,0,0,9,0,9,4,0
SYR,1996,0,1,7,0,8,5,0
SYR,2000,0,0,8,0,8,4,0
SYR,2004,1,0,5,0,6,5,0
SYR,2008,0,0,7,0,7,5,0
SYR,2012,0,0,10,0,10,7,0
SYR,2016,0,0,7,0,7,5,0
SYR,2020,1,0,5,0,6,6,0
SYR,2024,0,0,10,0,10,6,0
TAN,1964,0,0,4,0,4,1,0
TAN,1968,0,0,5,0,5,2,0
TAN,1972,0,0,22,0,22,2,0
TAN,1980,0,0,46,2,48,3,0
TAN,1984,0,0,21,0,21,2,0
TAN,1988,0,0,10,0,10,2,0
TAN,1992,0,0,9,0,9,2,0
TAN,1996,0,0,7,0,7,2,0
TAN,2000,0,0,4,0,4,1,0
TAN,2004,0,0,9,0,9,1,0
TAN,2008,0,0,9,0,9,2,0
TAN,2012,0,0,6,0,6,3,0
TAN,2016,0,0,7,0,7,3,0
TAN,2020,0,0,3,0,3,1,0
TAN,2024,0,0,7,0,7,3,0
TCH,1920,10,0,172,0,182,13,0
TCH,1924,5,1,232,4,242,16,0
TCH,1928,2,2,131,12,147,14,0
TCH,1932,2,1,38,3,44,4,0
TCH,1936,1,5,275,12,293,17,0
TCH,1948,3,14,133,3,153,11,0
TCH,1952,10,11,193,4,218,11,0
TCH,1956,1,1,154,5,161,10,0
TCH,1960,11,4,180,7,202,13,0
TCH,1964,12,5,133,37,187,13,0
TCH,1968,15,7,174,7,203,14,0
TCH,1972,6,2,245,21,274,17,0
TCH,1976,9,2,236,4,251,16,0
TCH,1980,16,17,266,18,317,21,0
TCH,1988,3,3,216,4,226,17,0
TCH,1992,1,4,261,3,269,25,0
TGA,1984,0,0,7,0,7,1,0
TGA,1988,0,0,7,0,7,2,0
TGA,1992,0,0,5,0,5,2,0
TGA,1996,0,0,4,1,5,3,0
TGA,2000,0,0,3,0,3,2,0
TGA,2004,0,0,5,0,5,4,0
TGA,2008,0,0,3,0,3,2,0
TGA,2012,0,0,3,0,3,2,0
TGA,2016,0,0,7,0,7,4,0
TGA,2020,0,0,6,0,6,4,0
TGA,2024,0,0,4,0,4,3,0
THA,1952,0,0,15,0,15,1,0
THA,1956,0,0,40,0,40,5,0
THA,1960,0,0,24,0,24,4,0
THA,1964,0,0,67,0,67,8,0
THA,1968,0,0,46,0,46,6,0
THA,1972,0,0,37,0,37,7,0
THA,1976,1,0,61,0,62,11,0
THA,1984,0,0,39,1,40,5,0
THA,1988,1,0,14,0,15,4,0
THA,1992,1,0,63,0,64,9,0
THA,1996,1,1,56,0,58,10,0
THA,2000,2,1,65,0,68,11,0
THA,2004,4,3,43,1,51,13,0
THA,2008,0,2,49,2,53,12,0
THA,2012,1,0,40,2,43,15,0
THA,2016,2,2,52,2,58,15,0
THA,2020,1,1,46,0,48,15,0
THA,2024,2,1,52,3,58,18,0
TJK,1996,0,0,8,0,8,5,0
TJK,2000,0,0,4,0,4,2,0
TJK,2004,0,0,9,0,9,5,0
TJK,2008,1,0,14,1,16,8,0
TJK,2012,1,0,15,0,16,7,0
TJK,2016,0,1,6,0,7,4,0
TJK,2020,0,0,10,0,10,4,0
TJK,2024,3,0,11,0,14,6,0
TKM,1996,0,0,7,0,7,6,0
TKM,2000,0,0,8,0,8,6,0
TKM,2004,0,0,10,0,10,6,0
TKM,2008,0,0,10,0,10,6,0
TKM,2012,0,0,10,0,10,5,0
TKM,2016,0,0,9,0,9,5,0
TKM,2020,0,0,9,1,10,4,0
TKM,2024,0,0,6,0,6,4,0
TLS,2004,0,0,2,0,2,1,0
TLS,2008,0,0,1,0,1,1,0
TLS,2012,0,0,2,0,2,1,0
TLS,2016,0,0,3,0,3,2,0
TLS,2020,0,0,3,0,3,2,0
TLS,2024,0,0,4,0,4,3,0
TOG,1972,0,0,7,0,7,3,0
TOG,1984,0,0,6,0,6,2,0
TOG,1988,0,0,6,0,6,2,0
TOG,1992,0,0,9,0,9,2,0
TOG,1996,0,0,7,0,7,1,0
TOG,2000,0,0,3,0,3,2,0
TOG,2004,0,0,3,0,3,2,0
TOG,2008,1,0,3,0,4,4,0
TOG,2012,0,0,6,0,6,5,0
TOG,2016,0,0,5,0,5,3,0
TOG,2020,0,0,4,0,4,4,0
TOG,2024,0,0,5,0,5,4,0
TPE,1956,0,0,23,0,23,5,0
TPE,1960,0,0,30,1,31,6,0
TPE,1964,0,0,96,0,96,7,0
TPE,1968,1,0,92,0,93,8,0
TPE,1972,0,0,44,0,44,10,0
TPE,1984,1,0,51,0,52,12,0
TPE,1988,0,0,123,0,123,13,0
TPE,1992,0,0,18,20,38,7,0
TPE,1996,0,0,106,1,107,14,0
TPE,2000,4,0,70,1,75,14,0
TPE,2004,3,2,95,4,104,14,0
TPE,2008,4,0,88,0,92,15,0
TPE,2012,1,0,53,1,55,14,0
TPE,2016,4,1,62,0,67,18,0
TPE,2020,7,3,101,6,117,18,0
TPE,2024,5,3,70,0,78,17,0
TTO,1948,0,0,8,1,9,3,0
TTO,1952,2,0,0,0,2,1,0
TTO,1956,0,0,10,0,10,3,0
TTO,1964,5,0,12,1,18,4,0
TTO,1968,0,0,25,0,25,5,0
TTO,1972,0,0,36,0,36,4,0
TTO,1976,0,1,19,0,20,3,0
TTO,1980,0,0,15,0,15,1,0
TTO,1984,0,0,23,0,23,5,0
TTO,1988,0,0,10,0,10,3,0
TTO,1992,0,0,13,0,13,2,0
TTO,1996,2,0,14,0,16,6,0
TTO,2000,1,0,27,1,29,3,0
TTO,2004,1,0,25,0,26,4,0
TTO,2008,0,5,29,1,35,4,0
TTO,2012,5,1,28,4,38,6,0
TTO,2016,1,0,42,0,43,8,0
TTO,2020,0,0,44,0,44,8,0
TTO,2024,0,0,23,0,23,3,0
TUN,1960,0,0,56,0,56,7,0
TUN,1964,1,0,10,1,12,3,0
TUN,1968,1,1,6,0,8,2,0
TUN,1972,0,0,36,1,37,5,0
TUN,1976,0,0,16,0,16,3,0
TUN,1984,0,0,28,0,28,6,0
TUN,1988,0,0,45,0,45,6,0
TUN,1992,0,0,15,0,15,7,0
TUN,1996,1,0,51,0,52,9,0
TUN,2000,0,0,47,0,47,10,0
TUN,2004,0,0,64,0,64,14,0
TUN,2008,0,1,28,0,29,10,0
TUN,2012,1,1,84,1,87,17,0
TUN,2016,3,0,62,0,65,17,0
TUN,2020,0,1,71,1,73,17,0
TUN,2024,1,1,28,1,31,15,0
TUR,1906,0,0,2,0,2,1,0
TUR,1912,0,0,7,0,7,1,0
TUR,1924,0,0,23,0,23,5,0
TUR,1928,0,0,40,0,40,6,0
TUR,1932,0,0,2,0,2,1,0
TUR,1936,1,1,60,0,62,7,0
TUR,1948,2,6,75,4,87,7,0
TUR,1952,1,2,55,0,58,4,0
TUR,1956,2,3,21,2,28,2,0
TUR,1960,0,7,49,2,58,6,0
TUR,1964,1,2,19,3,25,4,0
TUR,1968,0,2,28,0,30,4,0
TUR,1972,0,0,49,1,50,8,0
TUR,1976,0,0,28,0,28,8,0
TUR,1984,3,0,59,0,62,10,0
TUR,1988,0,1,49,1,51,9,0
TUR,1992,2,2,48,2,54,10,0
TUR,1996,1,4,55,1,61,9,0
TUR,2000,2,3,62,0,67,10,0
TUR,2004,5,3,63,3,74,10,0
TUR,2008,3,1,64,3,71,12,0
TUR,2012,1,2,114,2,119,16,0
TUR,2016,4,1,111,3,119,21,0
TUR,2020,9,2,126,2,139,18,0
TUR,2024,7,0,154,4,165,19,0
TUV,2008,0,0,3,0,3,2,0
TUV,2012,0,0,3,0,3,2,0
TUV,2016,0,0,1,0,1,1,0
TUV,2020,0,0,2,0,2,1,0
TUV,2024,0,0,2,0,2,1,0
UAE,1984,0,0,11,0,11,1,0
UAE,1988,0,0,36,0,36,2,0
UAE,1992,0,0,36,0,36,3,0
UAE,1996,0,0,4,0,4,4,0
UAE,2000,0,0,5,0,5,3,0
UAE,2004,0,1,4,0,5,3,0
UAE,2008,0,0,9,0,9,7,0
UAE,2012,0,0,26,0,26,6,0
UAE,2016,1,0,11,0,12,6,0
UAE,2020,0,0,5,0,5,4,0
UAE,2024,0,0,16,0,16,5,0
UAR,1960,1,0,121,1,123,12,0
UGA,1956,0,0,5,0,5,1,0
UGA,1960,0,0,16,0,16,2,0
UGA,1964,0,0,19,0,19,2,0
UGA,1968,1,0,12,1,14,2,0
UGA,1972,0,1,33,1,35,3,0
UGA,1980,0,0,15,1,16,2,0
UGA,1984,0,0,30,0,30,5,0
UGA,1988,0,0,30,0,30,3,0
UGA,1992,0,0,9,0,9,3,0
UGA,1996,1,0,11,0,12,4,0
UGA,2000,0,0,13,0,13,5,0
UGA,2004,0,0,11,0,11,4,0
UGA,2008,0,0,11,0,11,4,0
UGA,2012,0,1,15,0,16,4,0
UGA,2016,0,0,23,0,23,3,0
UGA,2020,1,2,24,1,28,4,0
UGA,2024,0,1,25,1,27,4,0
UKR,1996,19,10,317,5,351,21,0
UKR,2000,12,3,333,20,368,23,0
UKR,2004,31,8,310,8,357,23,0
UKR,2008,16,10,296,5,327,24,0
UKR,2012,12,9,278,5,304,25,0
UKR,2016,5,2,257,8,272,24,0
UKR,2020,21,1,196,7,225,28,0
UKR,2024,4,6,196,6,212,25,0
UNK,1912,0,0,2,0,2,1,0
URS,1952,19,36,334,62,451,18,0
URS,1956,55,68,242,46,411,18,0
URS,1960,45,61,245,63,414,17,0
URS,1964,51,60,289,63,463,19,0
URS,1968,64,65,279,63,471,18,0
URS,1972,60,107,317,47,531,22,0
URS,1976,77,114,288,95,574,22,0
URS,1980,126,187,218,129,660,23,0
URS,1988,99,134,347,67,647,27,0
URU,1924,0,14,26,0,40,4,0
URU,1928,0,17,0,0,17,1,0
URU,1932,1,0,5,0,6,2,0
URU,1936,0,0,40,0,40,6,0
URU,1948,2,0,76,1,79,11,0
URU,1952,14,0,28,0,42,9,0
URU,1956,12,0,17,0,29,5,0
URU,1960,0,0,42,0,42,8,0
URU,1964,1,0,28,0,29,4,0
URU,1968,0,0,50,0,50,8,0
URU,1972,0,0,20,0,20,5,0
URU,1976,0,0,15,0,15,5,0
URU,1984,0,0,23,0,23,5,0
URU,1988,0,0,18,0,18,8,0
URU,1992,0,0,18,0,18,11,0
URU,1996,0,0,15,0,15,8,0
URU,2000,0,0,16,1,17,7,0
URU,2004,0,0,18,0,18,6,0
URU,2008,0,0,13,0,13,6,0
URU,2012,0,0,27,0,27,8,0
URU,2016,0,0,17,0,17,8,0
URU,2020,0,0,11,0,11,5,0
URU,2024,0,0,27,0,27,9,0
USA,1896,2,11,7,7,27,3,0
USA,1900,17,30,72,16,135,10,0
USA,1904,125,128,715,141,1109,18,1
USA,1906,6,12,57,6,81,5,0
USA,1908,15,34,154,16,219,10,0
USA,1912,36,46,257,25,364,11,0
USA,1920,38,111,279,45,473,18,0
USA,1924,49,97,277,36,459,18,0
USA,1928,17,47,338,24,426,15,0
USA,1932,61,81,554,47,743,17,1
USA,1936,16,51,391,29,487,21,0
USA,1948,35,87,272,30,424,19,0
USA,1952,28,83,317,23,451,18,0
USA,1956,20,61,320,42,443,19,0
USA,1960,21,81,303,23,428,17,0
USA,1964,37,95,323,37,492,19,0
USA,1968,35,99,363,32,529,18,0
USA,1972,43,69,407,59,578,21,0
USA,1976,36,70,390,58,554,19,0
USA,1984,50,186,341,116,693,25,1
USA,1988,54,87,508,66,715,27,0
USA,1992,85,89,510,50,734,28,0
USA,1996,52,159,580,48,839,31,1
USA,2000,51,130,522,61,764,31,0
USA,2004,71,117,463,75,726,31,0
USA,2008,80,127,446,110,763,32,0
USA,2012,46,145,441,57,689,31,0
USA,2016,71,139,455,54,719,33,0
USA,2020,75,113,558,110,856,44,0
USA,2024,94,131,533,96,854,47,0
UZB,1996,1,0,93,1,95,12,0
UZB,2000,2,1,81,1,85,12,0
UZB,2004,2,2,74,1,79,14,0
UZB,2008,3,1,63,2,69,14,0
UZB,2012,2,1,53,0,56,14,0
UZB,2016,7,4,67,2,80,15,0
UZB,2020,2,3,80,0,85,16,0
UZB,2024,3,8,106,2,119,17,0
VAN,1988,0,0,6,0,6,2,0
VAN,1992,0,0,8,0,8,1,0
VAN,1996,0,0,4,0,4,1,0
VAN,2000,0,0,3,0,3,2,0
VAN,2004,0,0,2,0,2,1,0
VAN,2008,0,0,3,0,3,2,0
VAN,2012,0,0,5,0,5,3,0
VAN,2016,0,0,4,0,4,4,0
VAN,2020,0,0,3,0,3,3,0
VAN,2024,0,0,6,0,6,5,0
VEN,1932,0,0,1,0,1,1,0
VEN,1948,0,0,2,0,2,1,0
VEN,1952,1,0,62,0,63,8,0
VEN,1956,0,0,38,0,38,5,0
VEN,1960,1,0,53,0,54,9,0
VEN,1964,0,0,23,0,23,5,0
VEN,1968,0,1,29,0,30,5,0
VEN,1972,0,0,33,0,33,4,0
VEN,1976,0,0,55,1,56,6,0
VEN,1980,0,0,42,1,43,7,0
VEN,1984,3,0,41,0,44,10,0
VEN,1988,0,0,17,0,17,7,0
VEN,1992,0,0,27,0,27,8,0
VEN,1996,0,0,53,0,53,12,0
VEN,2000,0,0,65,0,65,17,0
VEN,2004,2,0,51,0,53,15,0
VEN,2008,1,0,125,0,126,21,0
VEN,2012,0,1,84,0,85,15,0
VEN,2016,2,0,102,1,105,20,0
VEN,2020,0,1,43,3,47,16,0
VEN,2024,0,0,37,0,37,10,0
VIE,1980,0,0,38,0,38,4,0
VIE,1988,0,0,12,0,12,6,0
VIE,1992,0,0,10,0,10,3,0
VIE,1996,0,0,6,0,6,4,0
VIE,2000,0,0,6,1,7,4,0
VIE,2004,0,0,11,0,11,8,0
VIE,2008,0,0,17,1,18,8,0
VIE,2012,0,0,24,0,24,11,0
VIE,2016,0,1,26,1,28,10,0
VIE,2020,0,0,23,0,23,11,0
VIE,2024,0,0,20,0,20,11,0
VIN,1988,0,0,6,0,6,1,0
VIN,1992,0,0,8,0,8,1,0
VIN,1996,0,0,12,0,12,1,0
VIN,2000,0,0,4,0,4,2,0
VIN,2004,0,0,3,0,3,2,0
VIN,2008,0,0,2,0,2,1,0
VIN,2012,0,0,3,0,3,2,0
VIN,2016,0,0,4,0,4,2,0
VIN,2020,0,0,3,0,3,2,0
VIN,2024,0,0,4,0,4,2,0
VNM,1952,0,0,13,0,13,5,0
VNM,1956,0,0,10,0,10,1,0
VNM,1960,0,0,5,0,5,2,0
VNM,1964,0,0,23,0,23,5,0
VNM,1968,0,0,9,0,9,5,0
VNM,1972,0,0,2,0,2,1,0
WIF,1960,5,0,15,0,20,5,0
YAR,1984,0,0,3,0,3,1,0
YAR,1988,0,0,8,0,8,3,0
YEM,1992,0,0,8,0,8,2,0
YEM,1996,0,0,4,0,4,2,0
YEM,2000,0,0,2,0,2,1,0
YEM,2004,0,0,3,0,3,3,0
YEM,2008,0,0,8,0,8,4,0
YEM,2012,0,0,4,0,4,3,0
YEM,2016,0,0,3,0,3,3,0
YEM,2020,0,0,6,0,6,4,0
YEM,2024,0,0,4,0,4,4,0
YMD,1988,0,0,5,0,5,2,0
YUG,1920,0,0,15,0,15,1,0
YUG,1924,0,2,114,0,116,9,0
YUG,1928,10,1,74,1,86,6,0
YUG,1932,0,0,1,0,1,1,0
YUG,1936,0,0,172,1,173,13,0
YUG,1948,0,0,146,16,162,8,0
YUG,1952,0,4,170,20,194,11,0
YUG,1956,0,0,14,23,37,8,0
YUG,1960,0,16,168,1,185,14,0
YUG,1964,2,2,108,11,123,9,0
YUG,1968,2,13,101,14,130,11,0
YUG,1972,2,15,194,1,212,15,0
YUG,1976,3,2,76,14,95,14,0
YUG,1980,17,13,123,27,180,17,0
YUG,1984,35,47,67,5,154,16,0
YUG,1988,21,15,120,27,183,18,0
ZAM,1964,0,0,15,0,15,5,0
ZAM,1968,0,0,7,0,7,2,0
ZAM,1972,0,0,12,0,12,2,0
ZAM,1980,0,0,43,0,43,4,0
ZAM,1984,1,0,17,0,18,3,0
ZAM,1988,0,0,33,0,33,3,0
ZAM,1992,0,0,11,0,11,3,0
ZAM,1996,0,0,7,1,8,2,0
ZAM,2000,0,0,8,0,8,3,0
ZAM,2004,0,0,6,0,6,3,0
ZAM,2008,0,0,8,0,8,4,0
ZAM,2012,0,0,7,0,7,4,0
ZAM,2016,0,0,7,0,7,4,0
ZAM,2020,0,0,31,0,31,5,0
ZAM,2024,1,0,31,0,32,5,0
ZIM,1928,0,0,2,0,2,1,0
ZIM,1960,0,0,10,0,10,1,0
ZIM,1964,0,0,33,0,33,7,0
ZIM,1980,0,15,37,0,52,10,0
ZIM,1984,0,0,20,0,20,5,0
ZIM,1988,0,0,47,0,47,10,0
ZIM,1992,0,0,28,0,28,6,0
ZIM,1996,0,0,21,0,21,6,0
ZIM,2000,0,0,26,0,26,5,0
ZIM,2004,1,1,11,1,14,4,0
ZIM,2008,0,1,12,3,16,6,0
ZIM,2012,0,0,9,0,9,4,0
ZIM,2016,0,0,31,0,31,7,0
ZIM,2020,0,0,5,0,5,4,0
ZIM,2024,0,0,7,0,7,3,0
